Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR,Irrigation_Need
Punjab,1101.940981,32.32055598,137.8222734,23.9,39.76,9.43,25.63552549,380.81,0.13983837367280974
Punjab,598.8581124,28.05324655,173.5085816,17.16,81.3,99.11,20.35027741,421.99,0.0
Punjab,623.9383365,12.99520323,211.1583511,20.45,68.88,42.57,23.71817085,472.2,0.012831388583989689
Punjab,779.915537,18.8428935,159.2382321,18.93,67.59117466,30.65,19.63999634,386.68,0.04028296926213578
Punjab,781.3782316,33.21333031,170.2169173,18.45,70.79,33.91,21.10939925,403.57,0.0273009959505074
Punjab,1096.120927,42.15795963,182.0781559,26.89,58.95,42.65,31.74466457,440.71,0.011162841969465256
Punjab,854.4235543,6.138846904,198.9078489,15.14,55.69,3.24,14.96933574,373.5,0.13086492249853282
Punjab,966.7507234,20.45293097,215.8506843,30.04,66.53,26.21,36.91281729,352.27,0.012307254052516285
Punjab,843.8435069,25.78907238,96.89810301,26.14,48.88,20.17,29.68775263,335.1,0.06850965076932898
Punjab,845.404772,16.67292316,158.6836277,27.45,54.84,12.15,32.12436522,388.15,0.061588054258426755
Punjab,905.8530696,51.11280844,249.5274018,19.69,61.82,35.5,21.9421916,312.09,0.03280676689014993
Punjab,417.860325,25.88453171,103.4045994,21.25,52.51,10.8,23.20082321,445.87,0.11076024841594403
Punjab,784.1317658,40.31016303,192.3668798,14.83,70.04,18.26,15.97362782,343.98,0.05647117605080651
Punjab,1005.111598,7.324522221,159.5908822,19.38,88.04,15.23,24.13359976,394.35,0.02131163640478869
Punjab,1493.841224,31.18466202,145.1476193,24.47,48.69,54.77,27.3285528,367.31,0.0
Punjab,603.6730212,27.22138213,277.7664017,28.48,35.02,6.78,31.57231206,457.6,0.11234704407671536
Punjab,864.3298085,33.64615992,186.1110699,25.28584805,29.97,12.89,14.24738975,512.59,0.28204773031486735
Punjab,681.2510288,27.04790684,272.2656367,20.17,57.74,42.51,22.21429779,458.33,0.01892504735122017
Punjab,1217.230557,46.70530381,189.1470127,21.24,50.05,47.2,22.94525311,435.63,0.008443880226125307
Punjab,499.5653645,22.58243448,207.764533,15.02,63.12,19.53,15.54179075,467.27,0.06880289386357302
Punjab,912.5756964,39.36987898,151.929964,24.96,61.99,11.5,29.33889651,307.5,0.06490140355176877
Punjab,521.9391005,15.7255778,142.7981616,18.38,35.95,35.43,17.52517473,330.71,0.06424942813920835
Punjab,737.690452,24.94286666,204.8499147,21.02,32.78,17.24,20.90767426,323.73,0.14729320014767713
Punjab,831.5505606,12.80137334,199.5964246,19.74,64.44,6.46,22.28389986,324.55,0.09024314068278448
Punjab,1060.183716,36.14938336,220.3843222,18.05,62.03,1.17,19.67314325,365.12,0.11337661954233781
Punjab,558.8874538,21.64566635,201.9977857,21.96,53.61,26.89,24.311273,433.01,0.061559220131045755
Punjab,936.0180556,29.9067661,101.5991053,20.92,35.14,11.18,21.00428462,328.67,0.1667625621226983
Punjab,823.9874493,21.90755545,130.0531568,20.14,67.07,24.97,23.10708689,533.78,0.046737485604185176
Punjab,900.050424,31.40558677,233.9321425,18.36,79.08,21.91,21.80784932,513.56,0.03271288827266835
Punjab,1013.224709,30.88666543,81.98716987,23.6,64.17,37.5,27.65697366,542.91,0.021743989493308167
Punjab,552.217402,12.48488661,192.5867429,30.27,47.29,27.09,45.81035457,310.63,0.0
Punjab,982.116276,17.25118995,168.6061628,22.7,60.67,3.24,26.04682825,512.85,0.09708362760579742
Punjab,706.433065,23.58219029,230.8311563,26.98,39.51,11.37,29.92082888,500.93,0.10590679029932379
Punjab,991.3385712,33.79174691,208.2978698,15.05,75.87,9.97,16.85694107,525.53,0.056072371296818524
Punjab,872.6939638,44.29911527,149.4744778,22.79,61.23,7.82,26.2227665,431.99,0.08557708127955531
Punjab,801.8648298,27.61094324,138.9549543,16.51,33.48,11.31,14.66776463,496.97,0.1793991197142368
Punjab,675.7692969,33.89994806,153.667657,14.62,55.49,93.04,14.20898846,312.82,0.0
Punjab,968.5433993,10.51658999,206.7357453,18.3,66.95,3.33,20.51495227,318.97,0.09166648491590121
Punjab,1044.914507,47.65190337,90.06477925,27.96,55.0,2.76,32.84042857,329.63,0.07092434696786601
Punjab,624.0142151,29.99429692,192.4684311,26.75,55.86,3.93,31.23615642,528.7,0.07945435282600624
Punjab,574.0177053,22.23398687,126.7719774,23.22,41.63,20.14,24.86339669,315.29,0.10209838938589173
Punjab,947.8937579,24.73842209,190.6265198,14.34,68.5,11.18,15.11981148,325.04,0.0727139358177087
Punjab,494.9151983,11.03293812,195.134001,21.02,50.27,10.56,22.6572962,532.6,0.11916634895917552
Punjab,504.2608915,14.17897512,76.15356602,23.51,27.65,31.42,23.87533193,326.85,0.08493298879677072
Punjab,561.0418062,41.97459945,175.9421782,22.88,54.43,7.82,25.67311394,517.44,0.10501278605445116
Punjab,739.8356285,14.27909903,184.3849778,12.78,74.72,49.01,13.56172457,497.32,0.0014093698945728153
Punjab,591.9057432,12.24733622,180.2386612,17.55,54.2,28.87,18.18960583,310.07,0.06173825638381297
Punjab,453.7130002,14.10240018,169.1588976,21.68,86.07,24.21,27.15697748,305.46,0.016671617211757268
Punjab,532.5796199,36.6118336,100.7590962,24.68,66.43,157.06,29.39345192,433.6,0.0
Punjab,954.1288193,26.43494889,115.9565329,11.02,65.08,18.58,10.50813724,549.29,0.059430989909156996
Punjab,525.7951287,72.01991409,102.7645526,21.19,58.07,182.83,23.6774026,519.71,0.0
Punjab,714.4819881,18.21946064,210.1875384,22.72,58.98,36.7,25.89757069,377.51,0.029133878526650742
Punjab,1175.480732,15.16339692,166.2033786,26.25,56.05,17.15,30.55486455,396.58,0.05965962250698352
Punjab,811.3520085,27.82165174,178.3493066,25.46,55.47,26.15,29.39659591,396.98,0.04778521450726769
Punjab,897.2876013,25.12506198,79.72112831,24.91,67.96,2.88,29.87630074,483.54,0.06345407267140675
Punjab,607.8490679,33.13791996,182.9936228,18.0,45.96,30.79,17.99625316,385.28,0.06852682327823237
Punjab,1230.257878,24.77694971,215.7474585,12.46,43.86,118.87,10.02615926,336.95,0.0
Punjab,705.6679123,21.31741102,78.6992161,20.03,43.15,10.87,20.56520742,486.78,0.14432777809371483
Punjab,771.4198362,23.04379063,147.1323482,27.01,90.68,26.08,35.07848182,414.5,0.004939119287634174
Punjab,1098.696771,28.52411736,86.22502055,28.97,67.96,0.25,35.54551435,319.19,0.034283124948104066
Punjab,725.1188407,20.70653151,152.8171916,25.55,64.57,5.7,30.4267383,497.51,0.06398445333828631
Punjab,810.1808202,19.54577757,123.1667795,24.15,44.14,38.08,26.42372799,446.33,0.03638510246277428
Punjab,711.6192687,5.936623358,193.5981116,23.9,69.35,94.53,28.59501345,422.34,0.0
Punjab,743.5017316,18.80033524,187.323064,19.22,58.25,15.16,20.93514298,468.34,0.08883217827211243
Punjab,867.3147414,32.89100402,261.0661163,21.35,63.21,20.8,24.41125341,426.34,0.059589599354046605
Punjab,909.1875164,34.60588638,181.0112276,30.35,45.35,26.48,35.21506953,462.11,0.03111075567146929
Punjab,647.3577134,19.00350314,197.9544349,17.29,62.4,9.72,18.64040329,516.87,0.0932210731624983
Punjab,602.1613062,36.45783909,153.03743,30.07,53.64,43.97,35.66424969,453.38,0.0060744530675942866
Punjab,615.3368742,23.49172782,113.6764796,20.39,73.41501386,20.14,21.60158326,464.9,0.04963324484951179
Punjab,515.8145954,8.817491972,223.4007681,28.63,71.01,18.52,35.3811595,453.46,0.020113423680381187
Punjab,468.9799668,5.299139483,246.3380797,14.97,36.93,20.41,12.84343829,432.79,0.12644833908785555
Punjab,839.1518701,37.77433429,228.4312896,24.93,68.47,8.49,29.9471644,342.99,0.054668393600457166
Punjab,1027.396454,23.14719161,186.0049814,18.32,70.27,6.46,38.75443819,383.92,0.004922920662658459
Punjab,948.4268544,14.60209059,115.4796774,14.92,46.81,39.95,13.77053449,473.28,0.03486607545448821
Punjab,366.1050225,0.236017454,237.2036191,23.09,47.7,20.45,25.29950731,406.37,0.08743065803877216
Punjab,799.7053123,20.54986983,212.7914194,27.05,56.65,7.65,31.73546148,401.53,0.06840331413154795
Punjab,521.052986,26.84581609,303.5137543,17.78,64.23,12.15,19.51305432,489.82,0.08219445992099407
Punjab,831.5214438,18.30747488,107.2415443,14.5,57.71,24.97,14.28071751,301.39,0.06579215854343161
Punjab,704.4491053,13.63435296,226.4837742,21.54,66.5,42.79,25.01034369,469.75,0.0129976906262407
Punjab,831.0258817,20.69382381,210.2031212,21.56,86.44,37.8,27.03446948,422.31,0.007707389697644815
Punjab,752.8307624,37.39169382,165.6959601,24.74,52.38,16.17,28.07842485,394.19,0.07919057102107917
Punjab,444.0480832,7.27799621,254.8650919,26.75,34.27,43.45,47.08041573,385.13,0.0
Punjab,667.1559776,16.64582825,200.9314948,21.7,72.39,75.33,25.81888537,343.22,0.0
Punjab,828.2403443,37.12157023,129.8437887,31.28,85.25,15.39,40.51497186,383.56,0.0
Punjab,827.7289742,30.12022086,175.3708814,23.12,65.89,51.57,27.15915254,397.85,0.0
Punjab,815.0491586,23.97864638,123.9656391,20.27,43.68,23.63,20.94837699,409.36,0.09558885366406135
Punjab,783.8914936,15.44708059,148.6477693,13.94,58.14,12.83,13.53416146,468.08,0.0956729063489186
Punjab,875.6971761,25.42249068,222.3825241,20.69,43.22,14.46,21.48221477,413.39,0.12885791347221204
Punjab,501.6647196,16.81266539,236.6708547,20.32,89.50652554,16.01,23.61428324,499.07,0.019792851719650405
Punjab,406.2704032,13.07274115,188.9730693,26.8,39.73,14.39,29.6930644,459.93,0.09880667191180749
Punjab,648.0243761,13.30971897,129.5997126,24.31,55.5,2.97,27.78980682,347.4,0.10353596442372756
Punjab,741.9664298,31.86310782,206.820478,26.01419274,44.93,20.42,15.23349326,369.29,0.17491904759874974
Punjab,622.9082438,22.64319905,223.0979693,22.86,61.9,7.21,26.40023703,319.81,0.08447410068656881
Punjab,664.7472573,26.74252609,81.57256872,25.36,54.5,10.2,29.15048748,536.43,0.08304293552696475
Punjab,749.0504702,26.54767145,187.7483659,29.64,62.65,8.99,35.96514315,521.64,0.030530608178027996
Punjab,633.3743326,27.96967419,170.7945941,26.44,77.17971611,6.18,31.24352583,321.2,0.03858627786793349
Punjab,805.2755756,22.59139404,235.9464061,25.8,45.2,20.56,28.85001146,443.52,0.07735016433921126
Punjab,730.1451515,19.41906293,200.7317127,22.3,69.4,147.19,26.3603156,540.1,0.0
Punjab,821.5722388,17.18530031,204.9835984,23.94,59.27,58.55,27.64685152,486.79,0.0
Punjab,944.5202141,12.61641113,144.0201543,28.25,45.17,4.34,32.26720649,422.95,0.09115022984426685
Punjab,944.3129902,15.45849569,174.4898341,20.90455169,93.61,12.57,19.03138983,360.28,0.017473501392541446
Punjab,1093.889699,23.92642094,234.7929114,20.25,67.15,19.72,23.26464525,369.76,0.0561823556595148
Punjab,974.9735386,10.64629379,168.0948026,18.14,57.7,35.78,19.36010917,484.06,0.0375347382781537
Punjab,866.0747042,11.65711506,183.5685705,23.9,81.23,26.49,29.77280679,495.14,0.017977115675303024
Punjab,686.3437857,34.55313672,93.05069946,28.15,87.63,17.29,36.37272341,432.17,0.006885858049486082
Punjab,633.8352954,26.46447815,177.0108974,19.02,57.82,12.03,20.60197587,330.24,0.09848360327564044
Punjab,608.7468708,18.72444539,77.74081636,10.05,65.21,0.49,10.52109623,533.47,0.08504983900649124
Punjab,774.9128834,47.72905858,160.3878723,19.94,45.18,35.43,20.62799577,511.19,0.05142177239900885
Punjab,949.9503681,9.914774957,175.5687514,26.57,57.79,12.59,31.16921087,335.13,0.06175084128936777
Punjab,753.4417114,33.30866479,230.8980564,24.69,57.01,83.1,28.46140617,314.18,0.0
Punjab,813.4149805,52.12533568,119.4926696,24.14,62.77,43.31,28.27724055,433.97,0.01174721785048475
Punjab,746.6088048,31.49527554,206.3452351,20.6,64.99,62.8,23.53914072,371.04,0.0
Punjab,858.9330909,26.50870866,268.6547686,15.6,68.4,34.13,16.88974267,370.81,0.030132983839234528
Punjab,947.2506374,5.181233232,132.1987747,24.58,63.56,2.07,28.96646398,321.81,0.07894618402252049
Punjab,662.5374823,24.47097886,87.65730234,17.83,41.84,34.21,17.34388606,538.35,0.06182897413858073
Punjab,717.429158,27.00006661,199.0677793,32.92,45.92,1.4,38.88229934,507.54,0.01611784725438845
Punjab,955.5568779,6.006657548,97.52007351,24.85,51.8,39.95,28.17038857,328.46,0.023733332418206087
Punjab,763.389879,44.24650119,140.5802415,19.1,55.77,8.15,20.51663911,519.15,0.11480436310201174
Punjab,721.9155109,27.25315654,236.956038,18.94,75.76,28.74,22.29616144,470.74,0.028799970347095426
Punjab,809.4019936,52.96460938,295.9699387,21.54,42.56,3.11,22.60559152,381.36,0.16818946035853946
Punjab,741.8400587,12.51096757,114.1323531,20.8,54.64,23.49,22.78387743,517.81,0.07176789431843392
Punjab,1071.900641,34.16303579,139.2030876,27.58,74.3,58.29,34.24951425,449.51,0.0
Punjab,606.4239836,33.95226769,159.0575223,22.93,55.5,13.26,25.85018379,512.17,0.08841028004030278
Punjab,742.5884784,27.16605697,148.3978411,18.34,66.91,47.37,20.57062347,417.32,0.005168439790329653
Punjab,529.8539285,22.10046956,295.9531422,31.45,57.91,97.94,38.02068694,425.16,0.0
Punjab,743.1537709,15.36625122,143.7020594,22.25,63.85,29.07,25.73517489,372.75,0.040024207956920514
Punjab,466.504315,19.480729,155.6489654,25.84,56.57,15.18,30.03729118,396.92,0.06488395171996567
Punjab,954.6214537,21.37263305,274.4098524,18.96,70.01,20.56,21.74059821,441.94,0.05094339677400963
Punjab,948.0855545,32.25300753,217.4599782,23.82,36.82,10.39,25.22241539,536.76,0.14681770306875616
Punjab,986.7086478,52.32781414,234.9006204,23.56,54.55,12.59,26.63503199,450.03,0.08923054695189946
Punjab,827.8568234,30.70774496,128.4532536,12.55,64.45,23.05,12.21485902,336.84,0.05568054208226517
Punjab,594.5369056,14.85025919,143.9950722,32.08,68.01,5.62,39.91054287,301.75,0.0006790466453769288
Punjab,609.6122819,20.77931874,116.3082372,28.45,82.39,29.61,36.26942893,512.75,0.006351596783552643
Punjab,1098.398767,34.22034411,231.160222,20.01,54.13,20.31,21.633463,391.08,0.08341843810660289
Punjab,1109.245114,20.83135421,249.9910164,16.49,82.19,63.3,19.49922264,378.74,0.0
Punjab,828.9517224,31.75511031,147.2626824,23.74,50.11,11.9,26.44146426,500.18,0.10197195228599339
Punjab,677.5754877,29.49873193,160.9149708,22.43,79.93,25.26,27.60296962,536.34,0.02301138488686088
Punjab,1081.565558,25.02724685,159.4152466,23.78,72.26,27.68,28.71620069,487.01,0.0276895947844911
Punjab,651.1756844,35.23099368,92.97891601,22.96,46.3,26.89,24.96981213,343.46,0.07137716158322294
Punjab,872.1845938,26.23769842,139.9589217,24.53,64.61,4.25,29.00055886,397.84,0.0728095889002954
Punjab,1080.381753,38.72391461,231.9113826,29.24,59.23,16.04,35.05314625,489.85,0.03337825143946746
Punjab,623.2716544,41.257323,136.4373246,24.84,69.38,6.74,29.91837689,526.73,0.055286933245931966
Punjab,972.7855632,24.24844717,184.3734949,16.75,56.65,2.36,17.31509262,549.65,0.13078605079108438
Punjab,943.5614418,32.49112159,104.7447749,28.81,55.39,9.72,34.07913066,427.89,0.051085679022305826
Punjab,775.0110977,18.54096692,168.1721604,30.2,80.54,23.38,38.53364187,505.63,0.0038233726666098864
Punjab,613.3897094,12.6831328,141.035928,37.76,58.52,13.35,44.85191866,311.66,0.0
Punjab,652.9961898,21.60112048,105.7227017,16.38,72.4,80.93,18.37963349,371.46,0.0
Punjab,870.6995105,11.94890215,220.6069986,23.21,56.62,7.65,26.36197277,392.88,0.0969211158801274
Punjab,495.6930518,12.77332641,226.1119611,11.59,85.0,9.73,12.92999489,543.88,0.03158591133996681
Punjab,829.460063,31.17148772,124.787163,24.77,49.82,18.81,27.85249806,300.85,0.07848881368849163
Punjab,941.4446985,20.94210197,164.4617549,19.26,50.79,32.67,20.2387847,377.01,0.054096679680726754
Punjab,968.9297906,34.08044035,186.2125704,31.62,82.87,18.14,40.74677577,532.6,0.0
Punjab,480.4478469,25.19328585,81.49705969,18.13,66.38991573,4.74,18.91258041,376.67,0.09692909196267299
Punjab,1292.460061,46.14249459,105.4257703,13.55,84.02,30.23,15.58161146,356.27,0.0174216180859254
Punjab,1103.950124,33.63072699,259.8016864,19.64,73.38,2.57,23.03776087,482.52,0.07010267502188684
Punjab,899.8896986,36.96030314,121.6610904,12.12,57.68,9.02,10.93802544,486.33,0.10181085879142483
Punjab,550.2142094,26.94390284,257.4994233,25.76,32.8,20.07,27.54005979,418.04,0.10759362913713488
Punjab,725.4431397,27.45378142,100.8369675,11.67,59.71,21.27,10.51102254,536.73,0.06639145897949152
Punjab,809.0286791,36.55480551,225.3536652,22.14,61.52,69.18,25.35244508,350.68,0.0
Punjab,866.5897718,32.23092702,164.6639873,11.61,77.51,35.44,12.2108266,528.35,0.017607894542743377
Punjab,792.8332306,27.14396311,170.8003181,20.4,83.83,48.68,25.14267076,488.88,0.0010782106459828696
Punjab,861.957712,27.62233029,292.3882733,30.22,49.73,9.38,35.47251923,392.05,0.04656382284733826
Punjab,785.0643599,30.19850649,107.4411466,23.8,72.02,0.92,28.72177265,501.73,0.06143541776713907
Punjab,846.2927713,18.82021419,212.3331324,17.68,71.48,19.83,20.10810323,333.3,0.050435001539537054
Punjab,701.5749584,16.93895316,209.6410027,21.84,76.1,66.6,26.39011905,332.75,0.0
Punjab,799.422823,38.57362657,388.3970297,22.09,67.48,83.95,25.87803487,532.48,0.0
Punjab,709.0693271,42.48794966,124.6920683,24.36,30.86,23.32,25.39625346,323.7,0.1093718405976416
Punjab,1257.869528,19.54451907,137.7955877,15.17,57.67,5.87,15.19686635,301.02,0.11714481740498368
Punjab,1077.871106,21.23780157,225.6150278,24.96,42.66,9.99,27.41643864,397.26,0.12009450647742011
Punjab,908.5110021,37.54058838,173.6926141,8.48,56.96,2.07,9.696091341,325.96,0.08835333392325474
Punjab,1025.096227,32.99061799,154.8876,18.85,74.7,22.9,22.06000635,515.76,0.03864312156696719
Punjab,935.4029959,33.35692268,240.8321405,19.56,64.58,21.03,22.03772625,530.67,0.06008636934130869
Punjab,893.3073945,34.33254232,168.4930065,25.17,77.22,33.49,31.1521363,420.61,0.013959542393172063
Punjab,483.2289713,19.57885732,125.2863392,22.11,65.13,13.01,25.67263088,406.37,0.06809891943571662
Punjab,805.148439,27.77567216,225.2198496,14.97,40.53,6.49,13.21251109,434.76,0.17293765908974715
Punjab,695.6891322,26.84992422,203.7809608,17.08,22.19,14.63,14.32872949,356.55,0.20111962667629582
Punjab,541.775929,14.15384965,156.937542,22.99,62.23,32.54,26.61321314,374.49,0.03382636212312293
Punjab,492.5330634,25.17767545,159.9554547,21.6,56.79,20.01,24.1291103,325.24,0.07403967542401427
Punjab,896.6275023,38.36543869,131.2985535,19.1,45.35,46.3,19.48458139,411.61,0.013205486033778255
Punjab,892.5926188,22.30900864,221.8393338,19.6,34.49,26.76,19.07905913,452.92,0.10404704635011268
Punjab,580.0431125,24.19520604,159.1528462,25.48,48.98,99.6,28.76788518,532.56,0.0
Punjab,638.3305423,25.57824299,134.8435446,19.41,57.08,48.16,21.08826277,484.77,0.004831514043602616
Punjab,1028.240526,24.47244455,101.4466772,21.56,69.99,26.85,25.37881674,480.77,0.03650034903692758
Punjab,614.8881124,30.01460697,206.9145062,32.85,62.83,15.65,40.47294662,377.0,0.0
Punjab,806.7203879,18.54159781,146.0896718,14.88,84.12,3.96,17.44210087,522.07,0.04090120887634424
Punjab,735.4011119,37.9504434,86.66322759,12.74,44.47,8.95,10.48659392,536.74,0.14284937544923396
Punjab,932.1065167,32.27272694,110.9310278,25.92,73.22,15.27,31.81158834,533.07,0.03290021763653896
Punjab,573.9350522,13.91778469,161.296157,18.61,60.71,47.42,20.32094811,309.7,0.0061872979269469415
Punjab,866.5407609,42.16016696,176.1600484,20.41,70.42,36.27,23.81200369,451.09,0.022364209810564636
Punjab,823.4501732,27.01744515,166.2305073,18.09,53.45,16.27,18.87522771,460.81,0.10000354126461128
Punjab,822.8647418,18.23036161,153.4152624,20.7,76.08,22.37,24.78752056,373.77,0.03468655427086024
Punjab,838.0027787,36.20814772,96.97277262,29.99,64.43,15.04,36.63283714,548.1,0.020928814418526898
Punjab,913.4764975,30.63921864,130.0033576,26.01,49.81,13.34,29.59083252,372.8,0.08302612220603252
Punjab,1271.878973,11.66354066,242.1702015,26.31,59.82,1.08,31.02196396,354.15,0.07738331366703524
Punjab,1327.315561,24.86259555,239.5416984,14.92,56.41,35.78,14.73066621,421.04,0.03894913618638367
Punjab,704.7659047,26.51156772,216.0754867,16.24,67.34,31.39,17.67376753,380.79,0.03672931006832661
Punjab,284.8550727,0.363514039,198.5721666,7.8,42.3,18.14,8.230334876,531.01,0.0759237366291065
Punjab,903.4450838,27.0409906,234.7153504,17.95,59.56,23.6,19.28597245,410.02,0.06615959315015556
Punjab,809.9148982,26.95250492,113.5398969,26.78,65.93,38.31,32.29296088,402.54,0.01370040893827453
Punjab,1284.649105,15.29208372,176.0625406,31.52947382,60.5,19.65,28.66953496,456.47,0.07137875996425518
Punjab,845.4756594,28.2797718,114.1332244,20.89,80.2,0.16,25.47041187,320.28,0.04992105065118364
Punjab,837.0821967,25.18720788,113.8673192,21.89,71.61,17.29,26.00103416,489.18,0.04742817368541699
Punjab,1041.855708,15.34781319,196.1235295,27.57852712,59.89,41.77,20.1687788,492.1,0.03008997131632864
Punjab,1027.890792,36.73756118,241.4078027,23.02,83.74780566,13.35,26.75503365,418.51,0.030268501020974843
Punjab,505.0812537,30.60687988,172.559269,25.83,64.43,4.07,30.80349833,538.92,0.06468090985777572
Punjab,675.4945307,20.46678763,277.4913146,13.92,66.05,38.28,14.29494941,444.83,0.023728694126741307
Punjab,755.6155205,22.79881408,191.7170934,23.5,32.62,13.78,24.36151301,473.81,0.1494826532074553
Punjab,823.4360283,32.45687525,137.0213197,26.66,55.48,46.61,31.07771056,531.09,0.0059832900465291465
Punjab,731.3237614,22.53803359,113.7966843,19.92,37.73,48.89,19.8633414,466.59,0.004620908140762274
Punjab,877.4214344,6.558414356,231.435459,34.94663891,79.17,57.15,31.81742142,407.96,0.0
Punjab,997.8351417,31.86220958,190.1446828,36.07,59.09,62.34,44.60872572,306.19,0.0
Punjab,1121.054005,20.31541942,216.4937034,21.48,57.1,16.19,23.97998858,482.07,0.0831856301679767
Punjab,886.9665914,22.25782605,78.05078473,23.97,73.45,4.65,29.095196,541.22,0.052453740643329125
Punjab,638.1182001,37.87533264,201.9693528,18.31,66.33,37.07,20.4634872,417.56,0.025955283771560297
Punjab,745.1778777,23.36524755,148.6201076,22.91,43.07,16.01,24.57704823,384.94,0.11395507930037242
Punjab,760.6102733,24.86929552,96.37867468,30.41347006,58.94,54.58,28.11364196,429.81,0.0
Punjab,874.7584057,31.12928048,178.7883364,22.97,54.97,8.65,25.85724954,482.11,0.10081405516649544
Punjab,875.2927586,30.82633607,248.0366697,16.9,33.83,21.13,15.24320067,300.17,0.13321031927068752
Punjab,1238.391049,19.9107933,311.3740112,23.03,49.65,11.47,25.40458565,521.8,0.10868199458207985
Punjab,752.8958591,23.47697373,194.2285074,29.31,57.25,24.15,34.96468952,521.59,0.027182380603277302
Punjab,855.1724574,26.12950107,137.6307626,24.24,58.28,6.98,27.9675736,435.32,0.08724675534537393
Punjab,1335.449324,32.4294228,135.1901345,26.81,37.77,50.77,29.50665286,330.59,0.0
Punjab,652.8188542,26.71958621,239.2361097,20.81,77.27,48.16,25.06749837,467.95,0.0021660608825325857
Punjab,861.5364557,51.16029739,133.1272061,25.75,58.47,19.85,30.09684541,334.46,0.05321680402231411
Punjab,589.3691064,11.350239,211.4707011,23.4,60.56,48.13,27.00632961,426.89,0.003737446336804407
Punjab,790.2923019,34.9641738,265.6328023,17.25,66.01,9.07,18.94096246,323.41,0.0842304802773803
Punjab,621.6173153,35.2695657,196.906879,23.59,48.18,21.43,26.04788562,447.27,0.08121277820365747
Punjab,1007.786569,32.02360181,88.37391987,17.04,66.85,53.97,18.74453396,379.52,0.0
Punjab,846.8591651,18.79463772,155.328423,18.84,54.49,1.81,20.01938803,507.75,0.13759485523218865
Punjab,633.0160411,39.77920548,100.8333402,22.95,46.55,15.66,24.98512169,499.99,0.10541471929131167
Punjab,939.7904495,6.681135396,133.7500857,23.49,68.6,42.46,27.94017124,549.62,0.011178252142088516
Punjab,806.2402214,18.52933208,231.6136665,16.05,82.38,16.54,18.91751079,364.38,0.03324891776330725
Punjab,963.0608392,38.62563755,259.718411,27.27,70.87,6.18,33.46724406,315.45,0.03790034636323598
Punjab,567.1293679,19.00467474,190.989442,24.86,73.84,37.02,30.38446635,410.75,0.01352806552250831
Punjab,867.4553319,41.69764882,153.7623226,18.48,52.19,25.8,19.28905409,320.85,0.0738048259864664
Punjab,1181.736569,11.42668339,267.7309763,14.31,36.04,23.49,11.84357041,344.62,0.11386340027761226
Punjab,723.4081108,13.03324502,139.4194905,21.28,82.35,20.62,26.22520628,449.33,0.025333895707713387
Punjab,616.0770643,17.16199455,109.2018091,19.77,90.82,22.02,24.96177233,448.03,0.012727481246490271
Punjab,1129.724505,29.08678501,223.8769964,22.57,83.14,173.87,28.10421016,310.83,0.0
Punjab,1032.614645,25.23623059,206.3498992,20.18,54.96,14.28,21.95632109,410.73,0.0976348433365195
Punjab,1041.979847,22.35186066,144.9980037,11.96,42.68,32.67,9.218048492,432.55,0.060950998326071155
Punjab,697.5455112,38.34314313,193.1119822,20.06,44.01,19.66,20.68147595,367.01,0.10971845037766792
Punjab,563.4489345,37.56382913,214.0972249,20.47,34.74,75.33,20.33440115,518.01,0.0
Punjab,692.2037188,19.99764056,190.1481012,25.17,58.39,6.63,29.27893207,340.27,0.08116282424169036
Punjab,761.2635882,6.963044699,198.991161,18.51,84.09,6.63,22.51851694,363.48,0.037212859552935525
Punjab,899.6332492,5.892893567,138.8725809,30.39,57.88,14.22,36.53750605,339.25,0.026430000519829782
Punjab,760.3993115,27.17999699,212.7664506,12.44,64.53,23.39,12.07348435,329.14,0.054650223927434585
Punjab,631.689249,30.05347158,184.3297781,28.56,80.63,83.4,36.24339545,519.74,0.0
Punjab,1005.436007,27.83852613,152.0049889,20.88,53.94,23.8,22.82385703,369.46,0.07213235564659108
Punjab,869.27249,24.57085173,164.8954595,26.3,90.53,18.66,34.07329719,480.63,0.007710217327519101
Punjab,849.0174698,17.82083131,170.1072869,22.4,89.88,33.52,28.54814161,407.0,0.007130343575876509
Punjab,434.9617499,28.10002913,96.55489897,27.7,58.03,8.62,32.78333299,458.97,0.057862159864628816
Punjab,298.3001833,36.93147026,150.1909269,20.06,51.34,31.2,21.4236986,532.04,0.0568157679284153
Punjab,512.019361,2.124908437,172.8056116,16.51,70.46,9.07,18.35585707,511.15,0.0720092772036121
Punjab,695.7567092,23.25891315,98.55249406,29.1,68.96782068,18.12,34.41871259,317.25,0.0267797621067686
Punjab,870.5331651,16.45271204,137.9482583,21.43,42.65,11.6,22.47516717,511.3,0.13784450277641422
Punjab,319.5553195,5.415506259,315.62767,23.11,79.22,125.57,28.47185798,412.96,0.0
Punjab,1115.58348,16.88570413,106.5901206,28.17,78.25,1.66,35.46467108,387.54,0.022387741993514752
Punjab,815.2670649,29.14113205,158.8683643,16.84,62.33,64.92,18.01326741,468.1,0.0
Punjab,1092.663265,31.77058999,132.004811,24.98,41.06,7.85,27.27570287,537.55,0.13160812324767704
Punjab,650.3922529,37.82805984,180.2914388,19.05,41.56,6.18,19.02571062,323.53,0.1705350157851115
